,date,마르디 메크르디,마르디 메크르디_absolute
550,2020-07-04,0.6847,248.5316096680455
551,2020-07-05,0.71717,260.3175325042094
552,2020-07-06,0.53419,193.89966491685882
553,2020-07-07,0.51943,188.54209728329613
554,2020-07-08,0.48401,175.68538687809362
555,2020-07-09,0.47811,173.5438117400164
556,2020-07-10,0.43679,158.54552619673666
557,2020-07-11,0.6847,248.5316096680455
558,2020-07-12,1.12445,408.1515532221904
559,2020-07-13,0.77915,282.81496081912906
560,2020-07-14,0.56665,205.6819579646531
561,2020-07-15,0.54599,198.18281519301323
562,2020-07-16,0.4486,162.8323062612607
563,2020-07-17,0.47811,173.5438117400164
564,2020-07-18,0.51353,186.40052214521896
565,2020-07-19,0.63158,229.25017384861133
566,2020-07-20,0.53714,194.9704524858974
567,2020-07-21,0.38662,140.3348779463411
568,2020-07-22,0.39842,144.61802822249552
569,2020-07-23,0.39547,143.54724065345692
570,2020-07-24,0.36891,133.90652274373983
571,2020-07-25,0.4545,164.97388139933793
572,2020-07-26,0.46631,169.26066146386196
573,2020-07-27,0.4545,164.97388139933793
574,2020-07-28,0.54894,199.25360276205183
575,2020-07-29,0.50467,183.18452964973346
576,2020-07-30,0.34235,124.26580483402275
577,2020-07-31,0.38367,139.2640903773025
578,2020-08-01,0.3335,121.05344212690693
579,2020-08-02,0.49287,178.90137937357906
580,2020-08-03,0.50762,184.2553172187721
581,2020-08-04,0.48106,174.614599309055
582,2020-08-05,0.41613,151.0463834250968
583,2020-08-06,0.42499,154.26237592058223
584,2020-08-07,0.42499,154.26237592058223
585,2020-08-08,0.5578,202.46959525753726
586,2020-08-09,0.53123,192.82524755945056
587,2020-08-10,0.41023,148.90480828701956
588,2020-08-11,0.68175,247.46082209900686
589,2020-08-12,0.89425,324.5938249534828
590,2020-08-13,0.82047,297.8132463624088
591,2020-08-14,0.45155,163.90309383029933
592,2020-08-15,0.56665,205.6819579646531
593,2020-08-16,0.59321,215.3226758743702
594,2020-08-17,0.55485,201.39880768849866
595,2020-08-18,0.72602,263.52989521132525
596,2020-08-19,0.77915,282.81496081912906
597,2020-08-20,0.70536,256.03075243968533
598,2020-08-21,0.53714,194.9704524858974
599,2020-08-22,0.71127,258.1759573661322
600,2020-08-23,0.75554,274.24503047845053
601,2020-08-24,0.73783,267.81667527584926
602,2020-08-25,0.95032,344.9460483419556
603,2020-08-26,0.84112,305.308759345679
604,2020-08-27,0.62568,227.10859871053412
605,2020-08-28,0.69061,250.6768145944923
606,2020-08-29,0.66995,243.17767182285246
607,2020-08-30,0.80866,293.5264662978847
608,2020-08-31,0.77915,282.81496081912906
609,2020-09-01,0.87949,319.2362573199201
610,2020-09-02,0.73193,265.67510013777206
611,2020-09-03,0.69356,251.74760216353093
612,2020-09-04,0.62568,227.10859871053412
613,2020-09-05,1.07133,388.8701174027562
614,2020-09-06,0.85293,309.59553941020306
615,2020-09-07,0.91196,331.02218015608406
616,2020-09-08,0.88835,322.4522498154056
617,2020-09-09,0.94442,342.8044732038784
618,2020-09-10,0.95032,344.9460483419556
619,2020-09-11,0.74373,269.9582504139265
620,2020-09-12,0.73193,265.67510013777206
621,2020-09-13,1.11855,406.00997808411313
622,2020-09-14,1.05362,382.4417622001549
623,2020-09-15,0.98574,357.8027587471581
624,2020-09-16,0.78505,284.95653595720626
625,2020-09-17,0.74373,269.9582504139265
626,2020-09-18,0.61092,221.75103107697146
627,2020-09-19,0.70536,256.03075243968533
628,2020-09-20,0.82932,301.0256090695246
629,2020-09-21,1.00345,364.2311139497594
630,2020-09-22,1.25136,454.21719742106825
631,2020-09-23,0.83522,303.1671842076018
632,2020-09-24,0.75554,274.24503047845053
633,2020-09-25,0.61682,223.8926062150487
634,2020-09-26,0.66404,241.0324668964056
635,2020-09-27,0.81751,296.7388290050005
636,2020-09-28,0.87654,318.1654697508815
637,2020-09-29,0.59616,216.3934634434088
638,2020-09-30,0.71717,260.3175325042094
639,2020-10-01,0.82932,301.0256090695246
640,2020-10-02,0.79095,287.09811109528346
641,2020-10-03,0.77915,282.81496081912906
642,2020-10-04,0.99755,362.0895388116822
643,2020-10-05,1.334,484.2137685076277
644,2020-10-06,0.97689,354.5903960400423
