,date,시리즈,시리즈_absolute
598,2020-08-21,21.34928,2503.425997403978
599,2020-08-22,20.52631,2406.9241719052466
600,2020-08-23,21.33971,2502.3038149793174
601,2020-08-24,20.70813,2428.244465369382
602,2020-08-25,23.12918,2712.1378571378586
603,2020-08-26,23.74162,2783.952841898473
604,2020-08-27,23.27272,2728.9694209033514
605,2020-08-28,23.14832,2714.382221987179
606,2020-08-29,24.47846,2870.3550255752593
607,2020-08-30,24.63157,2888.308771765413
608,2020-08-31,23.36842,2740.1912451499566
609,2020-09-01,25.27272,2963.490303800009
610,2020-09-02,27.00478,3166.5924240150016
611,2020-09-03,26.0,3048.77147765655
612,2020-09-04,24.94736,2925.3384465703807
613,2020-09-05,25.88516,3035.3052885606235
614,2020-09-06,29.13875,3416.822688252492
615,2020-09-07,30.40191,3564.9413874723627
616,2020-09-08,28.57416,3350.61861561518
617,2020-09-09,29.55023,3465.0730146996502
