,date,포터리,포터리_absolute
638,2020-09-30,2.01871,732.7490079640428
639,2020-10-01,2.47616,898.7936769324194
640,2020-10-02,2.04527,742.3897258737599
641,2020-10-03,2.08954,758.4587989860782
642,2020-10-04,2.01576,731.6782203950042
643,2020-10-05,2.0128,730.603803037596
644,2020-10-06,1.93902,703.823224446522
645,2020-10-07,1.86819,678.1134334244865
646,2020-10-08,1.72357,625.6194340230074
647,2020-10-09,1.63798,594.5520753674093
648,2020-10-10,1.73538,629.9062140875315
649,2020-10-11,1.74718,634.1893643636859
650,2020-10-12,1.64684,597.7680678628948
651,2020-10-13,1.68816,612.7663534061745
652,2020-10-14,1.80326,654.5452175405283
653,2020-10-15,2.03051,737.0321582401973
654,2020-10-16,2.3345,847.3740948883484
655,2020-10-17,1.90951,693.1117189677663
656,2020-10-18,1.85343,672.7558657909238
657,2020-10-19,1.93312,701.6816493084447
658,2020-10-20,1.62913,591.3397126602935
659,2020-10-21,1.60257,581.6989947505764
660,2020-10-22,1.27202,461.71634019270806
661,2020-10-23,1.26612,459.57476505463086
662,2020-10-24,1.28973,468.1446953953094
663,2020-10-25,1.58486,575.2706395479751
664,2020-10-26,2.26072,820.5935162972745
665,2020-10-27,1.80621,655.6160051095669
666,2020-10-28,1.51698,550.6316360949783
667,2020-10-29,1.43139,519.5642774393802
668,2020-10-30,1.35761,492.7836988483062
669,2020-10-31,1.20709,438.14812430874986
670,2020-11-01,2.24006,813.0943735256346
671,2020-11-02,2.02461,734.89058310212
672,2020-11-03,1.71472,622.4070713158916
673,2020-11-04,1.43139,519.5642774393802
674,2020-11-05,1.71767,623.4778588849302
675,2020-11-06,2.07478,753.1012313525156
676,2020-11-07,1.69406,614.9079285442517
677,2020-11-08,1.76784,641.6885071353258
678,2020-11-09,1.73833,630.97700165657
679,2020-11-10,1.48452,538.849343047184
680,2020-11-11,1.81211,657.7575802476441
681,2020-11-12,1.27792,463.85791533078526
682,2020-11-13,1.19528,433.8613442442258
683,2020-11-14,1.15987,421.00826362739286
684,2020-11-15,1.4609,530.275782918136
685,2020-11-16,1.24546,452.075622282991
686,2020-11-17,1.43139,519.5642774393802
687,2020-11-18,2.88935,1048.7729025768472
688,2020-11-19,1.6616,603.1256354964574
689,2020-11-20,1.47861,536.7041381207372
690,2020-11-21,1.5583,565.6299216382581
691,2020-11-22,1.43729,521.7058525774574
692,2020-11-23,1.94197,704.8940120155605
693,2020-11-24,1.60257,581.6989947505764
694,2020-11-25,1.69406,614.9079285442517
695,2020-11-26,1.63208,592.4105002293321
696,2020-11-27,1.46386,531.3502002755441
697,2020-11-28,1.35466,491.7129112792676
698,2020-11-29,1.28973,468.1446953953094
699,2020-11-30,1.61437,585.9821450267309
700,2020-12-01,1.41073,512.0651346677404
701,2020-12-02,1.65864,602.0512181390492
702,2020-12-03,2.37582,862.3723804316282
